Nome: SAO LUIS
Codigo Estacao: 82280
Latitude: -2.52666666
Longitude: -44.21361111
Altitude: 32.58
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-04-12;11.4;31.9;null;25;null;78;2;
2020-04-13;18;31.9;null;24.7;null;87;1.9;
2020-04-14;35.9;29.4;null;24.6;null;90;1;
2020-04-15;68;31.9;null;24;null;71;1;
2020-04-16;0;31.3;null;25;null;77;.5;
2020-04-17;13;28.9;null;24;null;97;0;
2020-04-18;24.4;30.9;null;24.4;null;84;.9;
2020-04-19;0;31.5;null;24.4;null;88;.6;
2020-04-20;6;31.3;null;24.8;null;76;.8;
2020-04-21;64.2;29.5;null;23.9;null;80;1;
2020-04-22;6.7;32.5;null;24.4;null;74;2.3;
2020-04-23;20.2;32.5;null;24.6;null;75;1;
2020-04-24;5.7;30.1;null;24.9;null;86;.6;
2020-04-25;53.2;30.9;null;23.8;null;86;.8;
2020-04-26;.2;30.5;null;24.4;null;90;.8;
2020-04-27;9.2;29.3;null;24.4;null;96;.8;
2020-04-28;18.2;31.7;null;23.6;null;74;1.2;
2020-04-29;15.2;29.9;null;24.8;null;89;.3;
2020-04-30;7.6;29.7;null;25.6;null;90;.6;
2020-05-01;2.6;30.5;null;25.2;null;89;1.1;
2020-05-02;55.4;33.1;null;23.8;null;77;1.4;
2020-05-03;0;33.9;null;25.6;null;66;1.3;
2020-05-04;13.4;31.7;null;25.8;null;80;.4;
2020-05-05;3.6;32.9;null;24.4;null;70;1.4;
2020-05-06;5;33.1;null;25.4;null;83;.9;
2020-05-07;9.8;33.3;null;25.4;null;74;1;
2020-05-08;0;33.3;null;25.2;null;72;.9;
2020-05-09;2;32.3;null;25;null;78;1.3;
2020-05-10;1;31.9;null;25;null;74;.8;
2020-05-11;20.8;31.9;null;24.8;null;77;.4;
2020-05-12;0;33.1;null;24.8;null;73;1.7;
2020-05-13;0;33.2;null;25.2;null;79;1.4;
2020-05-14;0;31.4;null;25;null;91;1;
2020-05-15;7.2;31.5;null;24;null;79;1;
2020-05-16;9.4;31.3;null;24.4;null;81;1.6;
